count151,count152,count153,elev,route,forest,surveys
0,0,0,450,6.4,3,3
0,0,0,450,5.5,21,3
0,0,0,1050,4.3,32,3
0,0,0,950,4.5,9,3
0,1,1,1150,5.4,35,3
0,0,0,550,3.6,2,3
0,0,0,750,3.9,6,3
0,1,0,650,6.1,60,3
0,0,0,550,5.8,5,3
0,0,0,550,4.5,13,3
0,0,0,1150,3.8,50,3
0,0,0,750,7.7,57,3
1,0,0,1250,1.9,84,3
0,0,0,750,7.9,15,3
0,0,0,450,4.4,17,3
0,1,1,1050,6,58,3
0,0,0,750,6.2,26,3
1,1,0,1250,6.1,32,3
0,0,0,1250,4.5,66,3
0,0,0,350,6.2,45,3
0,0,0,750,4.1,44,3
0,0,0,750,4.5,9,3
0,0,0,550,6.9,31,3
0,0,0,350,4.7,8,3
0,0,0,1350,3.7,78,3
0,0,0,550,5.7,37,3
0,0,0,1150,4,18,3
0,0,0,1450,6.6,54,3
0,0,0,950,4.3,6,3
0,0,0,650,4.7,3,3
0,0,0,550,4.9,27,3
0,0,0,850,5.3,56,3
0,0,0,1250,5.6,66,3
0,0,1,450,6.7,5,3
0,0,0,1250,4,51,3
0,0,0,1150,5.1,43,3
0,0,0,750,6.5,40,3
0,0,0,550,5.2,5,3
0,0,0,450,5.5,3,3
0,1,2,1250,5.6,52,3
1,1,1,950,4.5,38,3
0,0,0,550,3.9,49,3
0,0,0,1850,5.3,15,2
0,0,0,1950,4.8,62,3
0,0,0,1050,3.6,82,3
0,0,0,2050,4.7,0,2
0,0,0,1250,6,29,3
0,0,0,750,6.3,5,3
0,0,0,2250,3.6,0,2
0,0,0,1750,4.1,58,3
0,0,0,2250,4.1,0,2
0,0,0,1150,2.6,34,3
0,0,0,1150,3.3,98,3
0,0,0,650,4,33,3
0,0,0,550,6.9,53,3
0,0,0,1850,6.6,17,3
0,0,0,950,5.3,16,3
0,0,0,550,4.3,60,3
0,0,0,450,6.1,2,3
0,0,0,1450,5.5,52,3
0,0,1,850,6.9,58,3
0,0,0,1450,6.4,50,3
0,0,0,1850,4.5,12,2
0,0,0,1450,4.5,29,3
0,0,0,550,4.9,16,3
0,0,0,550,3.2,83,3
0,0,0,750,4,79,3
0,0,0,1750,6,51,3
4,5,2,650,6.5,8,3
0,0,0,950,4.2,45,3
0,0,0,550,6.3,5,3
0,0,0,750,4.8,64,3
4,3,4,350,3.4,14,3
0,0,0,2750,1.9,0,2
0,0,0,2450,4.3,0,2
0,0,0,650,5.3,0,3
0,0,0,650,5.3,30,3
0,0,0,750,6.9,17,3
0,0,0,450,4.6,65,3
0,0,2,350,6.5,30,3
0,0,0,250,4.2,0,3
0,0,0,1950,6.2,5,2
0,0,0,950,9,55,3
0,0,0,2350,7.1,0,2
0,0,0,2650,2.3,0,2
0,0,0,2450,4.1,0,2
0,0,0,1350,5.8,66,3
0,0,0,750,5.7,8,3
0,0,0,450,7.6,75,3
0,0,0,450,8.4,68,3
0,1,1,1950,4.6,72,3
0,0,0,1550,5.3,95,3
0,0,0,1850,5.7,57,3
0,0,0,1250,4,64,3
0,1,1,1350,4.9,44,3
0,0,0,850,4.8,44,3
1,0,1,750,5.6,34,3
0,0,0,650,6.4,21,3
0,0,0,450,5.9,23,3
0,0,0,2350,6.2,1,2
3,2,2,1650,5,43,3
0,0,0,2050,4.1,30,3
0,0,0,750,4.8,26,3
0,0,0,750,5.6,7,3
0,0,0,450,5.7,87,3
0,0,0,850,4.8,49,3
0,0,0,450,7.6,39,3
0,5,3,1050,5.4,93,3
0,0,0,1450,4.7,48,3
0,0,1,850,5.7,11,3
0,2,3,1250,4.8,73,3
0,0,0,550,5.9,12,3
0,0,0,2750,6.6,0,2
0,0,0,2450,4.5,0,2
3,5,5,1450,5.6,42,3
0,0,1,1450,6,26,3
0,0,0,750,3.2,13,3
0,0,0,450,4.5,2,3
0,0,0,2050,4.4,15,2
2,1,1,2050,5.8,54,3
0,0,0,1750,5.5,74,3
0,0,0,1650,4.3,45,3
0,0,0,1950,5.2,0,2
0,0,0,650,5.9,61,3
0,0,0,550,5.5,33,3
0,0,0,650,3.5,54,3
2,2,3,1350,3.5,69,3
0,0,0,1250,6.2,47,3
0,0,0,650,6.5,5,3
0,0,0,450,7.7,36,3
0,0,0,1950,4.8,60,3
0,0,0,750,6.1,72,3
0,0,0,1050,4.8,29,3
0,0,0,650,5.6,7,3
0,0,0,450,4.3,7,3
0,0,0,350,4.3,13,3
0,0,0,350,8.3,2,3
1,1,2,1350,5.4,16,3
0,0,0,550,4.1,62,3
0,0,0,450,7.1,9,3
0,0,0,450,7.9,37,3
0,0,0,2150,4.9,0,2
0,0,0,550,5.7,71,3
0,0,0,1950,4.8,41,3
0,0,0,1550,3.4,19,2
0,0,0,650,6.7,24,3
0,0,0,450,6,10,3
0,0,0,450,6.1,0,3
0,0,0,450,5.7,70,3
0,0,0,1850,3.5,1,2
3,3,8,1450,6.6,46,3
0,0,0,2250,5.7,0,2
0,0,0,1850,5.9,45,3
0,0,0,450,4.2,18,3
0,0,0,450,7.5,20,3
0,0,0,750,5,99,3
0,0,0,2050,5.7,0,2
4,0,0,1350,6,62,3
0,0,0,1850,5.5,5,2
0,0,0,450,5,3,3
0,2,1,850,6.1,20,3
0,0,0,650,6.1,36,3
0,0,0,650,5.4,19,3
0,0,0,1750,4.1,35,3
0,1,2,1550,8.4,78,3
4,3,2,850,3.7,87,3
0,1,0,1750,4.2,80,3
0,0,0,1250,5.8,51,3
0,0,0,1850,1.4,0,2
0,0,0,950,4.7,21,3
0,0,0,550,6.1,11,3
0,0,0,450,4.7,29,3
0,0,0,450,4,55,3
1,4,3,450,7.2,54,3
0,0,0,2350,3.4,0,2
0,1,NA,1850,6.9,32,2
0,0,0,1350,4.5,32,3
0,0,0,450,5.3,3,3
3,6,4,1150,4.3,82,3
5,7,6,850,4.6,58,3
0,0,0,1950,4.4,36,3
1,0,0,1650,5,86,3
0,0,0,1250,4.6,75,3
0,0,0,350,5.8,23,3
0,0,0,2050,3.4,15,2
NA,NA,NA,1850,3.8,0,2
0,0,0,2250,5.2,0,2
2,3,5,750,5,59,3
1,2,3,1950,5.5,58,3
0,0,3,950,6.2,71,3
0,0,2,1650,6.4,43,3
0,0,0,2150,1.2,0,2
0,1,0,850,6.7,69,3
0,0,0,450,4.6,6,3
0,0,0,550,5.1,67,3
2,4,3,250,5.3,13,3
1,7,3,950,5.1,72,3
1,1,1,350,5,42,3
2,4,3,550,5.3,72,3
5,4,7,1350,3.7,79,3
4,9,5,250,5.5,47,3
0,0,0,2050,4.2,26,3
0,0,0,1150,6,56,3
0,2,1,1450,5.4,20,3
0,0,0,2050,3.2,0,2
0,0,0,1950,5.4,18,2
0,0,0,1650,5,33,3
0,0,0,1550,3.3,21,3
0,0,0,1350,4,39,3
0,0,0,1150,5.3,69,3
0,0,0,850,6,42,3
0,0,0,650,5.5,19,3
0,0,1,550,5.8,98,3
0,0,0,1450,3.5,52,3
0,1,1,1350,3.8,90,3
1,3,3,1250,3.9,10,3
3,2,1,850,4.1,50,3
0,0,0,550,5.3,54,3
0,0,0,450,5.1,9,3
1,5,8,1250,5,51,3
0,0,0,2050,4.3,0,2
1,1,1,750,5.2,35,3
0,0,0,1850,3.8,57,3
0,0,0,1950,5.5,2,2
0,0,0,950,4.9,42,3
0,0,0,550,5.8,18,3
0,0,0,1850,4.6,12,2
0,0,0,1650,3.4,34,3
1,1,0,1350,4.5,68,3
0,0,0,1350,4.7,63,3
0,0,0,1250,3.2,48,3
0,0,0,1850,3.5,33,3
0,0,0,1150,5,90,3
0,0,0,450,5.4,33,3
0,0,0,1950,5.2,0,2
0,0,0,1050,4,37,3
0,0,0,450,3.4,8,3
0,1,0,2050,4.7,36,3
0,0,0,1850,4.6,66,3
0,0,0,950,4.6,56,3
0,0,0,450,5.9,0,3
0,0,0,950,5,41,3
12,8,5,1050,7.7,63,3
0,0,0,1950,5.5,0,2
0,0,0,1350,4.7,35,3
0,0,1,550,7.5,14,3
0,0,0,450,5.4,1,3
0,1,1,1450,4.5,27,3
0,0,0,2250,5.3,0,2
1,0,NA,1950,4.3,6,2
0,0,0,2350,4.2,0,2
0,0,0,2050,3.9,1,2
0,0,0,1150,4.9,58,3
0,0,0,2050,4.5,9,2
0,0,0,2250,4.7,14,2
0,0,0,2350,4.7,2,2
0,0,0,2250,4.2,0,2
0,0,0,2150,6.3,30,3
0,0,0,2250,5.2,0,2
0,0,0,2350,2.9,0,2
0,0,0,1750,9.4,93,3
0,0,0,1850,5.5,82,3
0,1,1,1850,5.4,81,3
0,0,0,1850,4.7,82,3
0,0,0,2450,4.4,0,2
0,0,0,1850,5.6,69,3
0,0,0,1850,6.2,53,3
